"","ensembl_gene_id","chromosome_name","start_position","end_position","strand","gene_biotype","external_gene_name","description"
"ENSG00000290688","ENSG00000290688","15",84172138,84190068,1,"lncRNA","","novel transcript"
"ENSG00000290689","ENSG00000290689","15",84198846,84230169,-1,"lncRNA","","novel transcript"
"ENSG00000290690","ENSG00000290690","15",84398316,84422500,-1,"lncRNA","","novel transcript"
"ENSG00000290691","ENSG00000290691","15",43699441,43718260,-1,"lncRNA","STRCP1","stereocilin pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:554225]"
"ENSG00000290692","ENSG00000290692","16",30204316,30209071,-1,"lncRNA","","novel transcript"
"ENSG00000290693","ENSG00000290693","16",30205621,30206931,1,"lncRNA","","novel transcript"
"ENSG00000290694","ENSG00000290694","11",124365465,124367298,-1,"lncRNA","","novel transcript"
"ENSG00000290695","ENSG00000290695","11",124476963,124482870,-1,"lncRNA","","novel transcript"
"ENSG00000290696","ENSG00000290696","22",24247862,24265525,1,"lncRNA","POM121L9P","POM121 transmembrane nucleoporin like 9, pseudogene [Source:HGNC Symbol;Acc:HGNC:30080]"
"ENSG00000290698","ENSG00000290698","17",16922915,16934839,-1,"lncRNA","","novel transcript"
"ENSG00000290700","ENSG00000290700","2",130692740,130719380,1,"lncRNA","","novel transcript"
"ENSG00000290701","ENSG00000290701","19",14863714,14867358,-1,"lncRNA","","novel transcript"
"ENSG00000290702","ENSG00000290702","14",19954490,19957996,1,"lncRNA","","novel transcript"
"ENSG00000290703","ENSG00000290703","14",20204606,20210498,1,"lncRNA","","novel transcript"
"ENSG00000290704","ENSG00000290704","13",46458061,46459185,-1,"lncRNA","","novel transcript"
"ENSG00000290705","ENSG00000290705","1",147993717,148016241,-1,"lncRNA","","novel transcript"
"ENSG00000290706","ENSG00000290706","10",26931126,26948407,-1,"lncRNA","FAM238C","family with sequence similarity 238 member C [Source:HGNC Symbol;Acc:HGNC:24672]"
"ENSG00000290707","ENSG00000290707","2",130129565,130139420,1,"lncRNA","MED15P9","mediator complex subunit 15 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:44130]"
"ENSG00000290708","ENSG00000290708","X",48301550,48306179,-1,"lncRNA","SSX9P","SSX family member 9, pseudogene [Source:HGNC Symbol;Acc:HGNC:19655]"
"ENSG00000290710","ENSG00000290710","6",29790954,29805501,1,"lncRNA","HLA-V","major histocompatibility complex, class I, V (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23482]"
"ENSG00000290711","ENSG00000290711","22",18773659,18858648,-1,"lncRNA","","novel transcript"
"ENSG00000290712","ENSG00000290712","12",6884682,6885786,1,"lncRNA","DSTNP2","DSTN pseudogene 2 [Source:NCBI gene (formerly Entrezgene);Acc:171220]"
"ENSG00000290713","ENSG00000290713","X",71716260,71720818,1,"lncRNA","","novel transcript"
"ENSG00000290714","ENSG00000290714","X",71760757,71765298,-1,"lncRNA","","novel transcript"
"ENSG00000290715","ENSG00000290715","16",31562430,31568423,-1,"lncRNA","FRG2KP","FSHD region gene 2 family member K, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:102724018]"
"ENSG00000290717","ENSG00000290717","9",39443589,39552802,-1,"lncRNA","ZNF658B","zinc finger protein 658B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:32033]"
"ENSG00000290718","ENSG00000290718","9",40223085,40349752,1,"lncRNA","FAM95B1","family with sequence similarity 95 member B1 [Source:HGNC Symbol;Acc:HGNC:32318]"
"ENSG00000290719","ENSG00000290719","19",9265316,9270356,-1,"lncRNA","","novel transcript"
"ENSG00000290720","ENSG00000290720","19",56368099,56379828,1,"lncRNA","ZNF542P","zinc finger protein 542, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:147947]"
"ENSG00000290722","ENSG00000290722","19",37823722,37855218,-1,"lncRNA","WDR87BP","WD repeat domain 87B, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:100631378]"
"ENSG00000290723","ENSG00000290723","15",30572348,30602267,1,"lncRNA","","novel transcript"
"ENSG00000290724","ENSG00000290724","Y",17768980,17770560,-1,"lncRNA","XKRY","XK related, Y-linked (pseudogene) [Source:HGNC Symbol;Acc:HGNC:18571]"
"ENSG00000290726","ENSG00000290726","Y",18388843,18405046,-1,"lncRNA","FAM41AY2","family with sequence similarity 41 member A, Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:37135]"
"ENSG00000290727","ENSG00000290727","2",73640723,73721352,1,"lncRNA","ALMS1P1","ALMS1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29586]"
"ENSG00000290728","ENSG00000290728","16",2616121,2655078,-1,"lncRNA","","novel transcript"
"ENSG00000290729","ENSG00000290729","7",76084612,76109100,-1,"lncRNA","","novel transcript"
"ENSG00000290730","ENSG00000290730","7",76166708,76199377,1,"lncRNA","","novel transcript"
"ENSG00000290731","ENSG00000290731","2",109933161,109969101,1,"lncRNA","","novel transcript"
"ENSG00000290732","ENSG00000290732","2",110231106,110266559,1,"lncRNA","","novel transcript"
"ENSG00000290733","ENSG00000290733","2",110402390,110435166,-1,"lncRNA","","novel transcript"
"ENSG00000290734","ENSG00000290734","X",48114936,48120691,1,"lncRNA","","novel transcript"
"ENSG00000290735","ENSG00000290735","1",143874941,143904650,-1,"lncRNA","","novel transcript"
"ENSG00000290736","ENSG00000290736","11",71856277,71863658,1,"lncRNA","","novel transcript"
"ENSG00000290737","ENSG00000290737","10",73715843,73730469,-1,"lncRNA","","novel transcript"
"ENSG00000290738","ENSG00000290738","16",90039362,90047805,-1,"lncRNA","URAHP","urate (hydroxyiso-) hydrolase, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:100130015]"
"ENSG00000290739","ENSG00000290739","16",90093154,90096355,1,"lncRNA","","novel transcript"
"ENSG00000290740","ENSG00000290740","X",130477069,130524284,-1,"lncRNA","","novel transcript"
"ENSG00000290741","ENSG00000290741","11",18112472,18116132,-1,"lncRNA","SAA3P","serum amyloid A3, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:6290]"
"ENSG00000290742","ENSG00000290742","11",18209130,18214562,1,"lncRNA","SLC25A51P4","SLC25A51 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:54321]"
"ENSG00000290743","ENSG00000290743","X",102182315,102184899,1,"lncRNA","","novel transcript"
"ENSG00000290744","ENSG00000290744","11",56049785,56055730,1,"lncRNA","","novel transcript"
"ENSG00000290745","ENSG00000290745","11",56082801,56084840,1,"lncRNA","","novel transcript"
"ENSG00000290746","ENSG00000290746","X",15674932,15703724,1,"lncRNA","CA5BP1","carbonic anhydrase 5B pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:340591]"
"ENSG00000290747","ENSG00000290747","17",3235703,3241265,1,"lncRNA","","novel transcript"
"ENSG00000290748","ENSG00000290748","X",55280009,55353799,1,"lncRNA","","novel transcript"
"ENSG00000290749","ENSG00000290749","11",56802076,56820422,-1,"lncRNA","","novel transcript"
"ENSG00000290751","ENSG00000290751","6",167357033,167384510,-1,"lncRNA","TCP10L3","t-complex 10 like 3 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:11656]"
"ENSG00000290752","ENSG00000290752","11",56667545,56674664,-1,"lncRNA","","novel transcript"
"ENSG00000290753","ENSG00000290753","11",56476287,56484839,-1,"lncRNA","","novel transcript"
"ENSG00000290754","ENSG00000290754","12",55608043,55615878,1,"lncRNA","","novel transcript"
"ENSG00000290755","ENSG00000290755","19",53560494,53606429,-1,"lncRNA","","novel transcript"
"ENSG00000290756","ENSG00000290756","16",1260943,1264082,-1,"lncRNA","","novel transcript"
"ENSG00000290757","ENSG00000290757","9",87772915,87786884,1,"lncRNA","CTSL3P","cathepsin L family member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:33132]"
"ENSG00000290758","ENSG00000290758","7",43940895,44040670,-1,"lncRNA","POLR2J4","RNA polymerase II subunit J4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:28195]"
"ENSG00000290760","ENSG00000290760","15",101736824,101746870,-1,"lncRNA","UBE2Q2P13","UBE2Q2 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:56078]"
"ENSG00000290761","ENSG00000290761","7",143062330,143063429,-1,"lncRNA","","novel transcript"
"ENSG00000290762","ENSG00000290762","3",195913075,195953883,-1,"lncRNA","","novel transcript"
"ENSG00000290763","ENSG00000290763","3",195959281,195990325,-1,"lncRNA","SDHAP1","SDHA pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:255812]"
"ENSG00000290764","ENSG00000290764","1",111280059,111286116,1,"lncRNA","CHIAP2","chitinase, acidic pseudogene 2 [Source:NCBI gene (formerly Entrezgene);Acc:149620]"
"ENSG00000290765","ENSG00000290765","9",104655363,104659055,-1,"lncRNA","","novel transcript"
"ENSG00000290766","ENSG00000290766","15",30052942,30073064,-1,"lncRNA","","novel transcript"
"ENSG00000290767","ENSG00000290767","15",99790156,99806961,-1,"lncRNA","","novel transcript"
"ENSG00000290768","ENSG00000290768","9",34832645,34838595,-1,"lncRNA","","novel transcript"
"ENSG00000290769","ENSG00000290769","9",133079900,133087355,1,"lncRNA","","novel transcript"
"ENSG00000290770","ENSG00000290770","9",96885846,97013790,-1,"lncRNA","SLC71A3P","solute carrier family 71 member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:23672]"
"ENSG00000290771","ENSG00000290771","2",79135481,79138427,-1,"lncRNA","","novel transcript"
"ENSG00000290772","ENSG00000290772","1",13127073,13132099,1,"lncRNA","PRAMEF36P","PRAME family member 36, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:645354]"
"ENSG00000290773","ENSG00000290773","11",102752123,102753452,-1,"lncRNA","","novel transcript"
"ENSG00000290774","ENSG00000290774","11",92915629,92931340,1,"lncRNA","","novel transcript"
"ENSG00000290775","ENSG00000290775","11",71630252,71785641,1,"lncRNA","","novel transcript"
"ENSG00000290776","ENSG00000290776","4",79587302,79588091,-1,"lncRNA","","novel transcript"
"ENSG00000290777","ENSG00000290777","20",45230610,45290663,1,"lncRNA","","novel transcript"
"ENSG00000290778","ENSG00000290778","22",29361068,29435188,1,"lncRNA","","novel transcript"
"ENSG00000290779","ENSG00000290779","10",45815428,45817324,-1,"lncRNA","FAM25EP","family with sequence similarity 25 member E, pseudogene [Source:HGNC Symbol;Acc:HGNC:23587]"
"ENSG00000290780","ENSG00000290780","10",46369082,46373570,1,"lncRNA","FAM25BP","family with sequence similarity 25 member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:23584]"
"ENSG00000290781","ENSG00000290781","11",123839035,123841930,-1,"lncRNA","","novel transcript"
"ENSG00000290782","ENSG00000290782","10",87817928,87845612,1,"lncRNA","CFL1P1","cofilin 1 pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:142913]"
"ENSG00000290783","ENSG00000290783","14",70453541,70483775,-1,"lncRNA","ADAM20P1","ADAM metallopeptidase domain 20 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20102]"
"ENSG00000290785","ENSG00000290785","11",76712396,76719608,-1,"lncRNA","","novel transcript"
"ENSG00000290786","ENSG00000290786","7",143560277,143645675,1,"lncRNA","","novel transcript"
"ENSG00000290787","ENSG00000290787","3",15732827,15733470,1,"lncRNA","","novel transcript"
"ENSG00000290788","ENSG00000290788","6",32005636,32008451,1,"lncRNA","","novel transcript"
"ENSG00000290789","ENSG00000290789","6",26272021,26272701,-1,"lncRNA","","novel transcript"
"ENSG00000290790","ENSG00000290790","1",149676842,149747902,-1,"lncRNA","","novel transcript"
"ENSG00000290791","ENSG00000290791","1",149842158,149846719,1,"lncRNA","","novel transcript"
"ENSG00000290792","ENSG00000290792","1",149844498,149850937,-1,"lncRNA","","novel transcript"
"ENSG00000290793","ENSG00000290793","17",68205489,68207493,1,"lncRNA","","novel transcript"
"ENSG00000290794","ENSG00000290794","2",108322238,108353799,1,"lncRNA","SULT1C5P","sulfotransferase family 1C member 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:33545]"
"ENSG00000290795","ENSG00000290795","2",227610090,227642596,-1,"lncRNA","SLC19A4P","solute carrier family 19 member 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:25344]"
"ENSG00000290796","ENSG00000290796","22",25351418,25405377,-1,"lncRNA","","novel transcript"
"ENSG00000290797","ENSG00000290797","11",105092469,105101431,-1,"lncRNA","","novel transcript"
"ENSG00000290798","ENSG00000290798","X",101832112,101857577,-1,"lncRNA","NXF5","nuclear RNA export factor 5 [Source:NCBI gene (formerly Entrezgene);Acc:55998]"
"ENSG00000290799","ENSG00000290799","22",21035233,21045741,-1,"lncRNA","","novel transcript"
"ENSG00000290800","ENSG00000290800","17",62264705,62275655,-1,"lncRNA","TBC1D3P2","TBC1 domain family member 3 pseudogene 2 [Source:NCBI gene (formerly Entrezgene);Acc:440452]"
"ENSG00000290801","ENSG00000290801","10",37309185,37347031,1,"lncRNA","","novel transcript"
"ENSG00000290802","ENSG00000290802","2",88811186,88825207,-1,"lncRNA","","novel transcript"
"ENSG00000290803","ENSG00000290803","4",6199709,6239937,1,"lncRNA","","novel transcript"
"ENSG00000290804","ENSG00000290804","6",49946021,49950265,-1,"lncRNA","","novel transcript"
"ENSG00000290805","ENSG00000290805","7",135246113,135317752,-1,"lncRNA","","novel transcript"
"ENSG00000290806","ENSG00000290806","X",135371672,135397765,1,"lncRNA","","novel transcript"
"ENSG00000290807","ENSG00000290807","13",110945328,110981178,-1,"lncRNA","","novel transcript"
"ENSG00000290808","ENSG00000290808","13",110965596,110991075,1,"lncRNA","","novel transcript"
"ENSG00000290809","ENSG00000290809","11",7726436,7729684,1,"lncRNA","","novel transcript"
"ENSG00000290810","ENSG00000290810","17",37828305,37904685,-1,"lncRNA","YWHAEP7","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 7 [Source:NCBI gene (formerly Entrezgene);Acc:284100]"
"ENSG00000290811","ENSG00000290811","X",102546891,102571695,1,"lncRNA","NXF4","nuclear RNA export factor 4 (pseudogene) [Source:NCBI gene (formerly Entrezgene);Acc:55999]"
"ENSG00000290812","ENSG00000290812","19",12092263,12155605,1,"lncRNA","","novel transcript"
"ENSG00000290813","ENSG00000290813","12",55376742,55378797,-1,"lncRNA","","novel transcript"
"ENSG00000290814","ENSG00000290814","12",55385837,55392964,1,"lncRNA","","novel transcript"
"ENSG00000290815","ENSG00000290815","7",144153486,144158905,1,"lncRNA","","novel transcript"
"ENSG00000290817","ENSG00000290817","4",56410642,56423457,1,"lncRNA","","novel transcript"
"ENSG00000290819","ENSG00000290819","3",98100793,98105672,1,"lncRNA","","novel transcript"
"ENSG00000290820","ENSG00000290820","17",3309986,3311446,1,"lncRNA","","novel transcript"
"ENSG00000290821","ENSG00000290821","19",9198354,9210067,1,"lncRNA","","novel transcript"
"ENSG00000290822","ENSG00000290822","15",101926164,101933350,-1,"lncRNA","","novel transcript"
"ENSG00000290823","ENSG00000290823","15",101960198,101976611,1,"lncRNA","","novel transcript"
"ENSG00000290824","ENSG00000290824","15",101966063,101980481,-1,"lncRNA","DDX11L16","DEAD/H-box helicase 11 like 16 (pseudogene) [Source:NCBI gene (formerly Entrezgene);Acc:727856]"
"ENSG00000290825","ENSG00000290825","1",11121,24894,1,"lncRNA","DDX11L16","DEAD/H-box helicase 11 like 16 (pseudogene) [Source:NCBI gene (formerly Entrezgene);Acc:727856]"
"ENSG00000290826","ENSG00000290826","1",51891,64116,1,"lncRNA","","novel transcript"
"ENSG00000290827","ENSG00000290827","11",57861948,57873588,-1,"lncRNA","","novel transcript"
"ENSG00000290829","ENSG00000290829","8",11920138,12015631,-1,"lncRNA","","novel transcript"
"ENSG00000290830","ENSG00000290830","7",102364162,102380633,1,"lncRNA","","novel transcript"
"ENSG00000290831","ENSG00000290831","7",72947581,72954790,-1,"lncRNA","NSUN5P2","NSUN5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16609]"
"ENSG00000290832","ENSG00000290832","7",72968170,73005985,-1,"lncRNA","","novel transcript"
"ENSG00000290833","ENSG00000290833","7",74843754,74890610,-1,"lncRNA","","novel transcript"
"ENSG00000290834","ENSG00000290834","7",75382632,75410274,-1,"lncRNA","FKBP6P2","FKBP6 pseudogene 2 [Source:NCBI gene (formerly Entrezgene);Acc:541473]"
"ENSG00000290835","ENSG00000290835","7",6707083,6753862,1,"lncRNA","","novel transcript"
"ENSG00000290836","ENSG00000290836","5",71290265,71385993,1,"lncRNA","PMCHL2","pro-melanin concentrating hormone like 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:9111]"
"ENSG00000290837","ENSG00000290837","9",111602831,111631297,-1,"lncRNA","LRRC37A5P","leucine rich repeat containing 37 member A5, pseudogene [Source:HGNC Symbol;Acc:HGNC:23369]"
"ENSG00000290838","ENSG00000290838","7",73220583,73236006,1,"lncRNA","NCF1B","neutrophil cytosolic factor 1B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:32522]"
"ENSG00000290839","ENSG00000290839","7",73242751,73285310,-1,"lncRNA","","novel transcript"
"ENSG00000290840","ENSG00000290840","Y",2752083,2854641,1,"lncRNA","XGY2","XG Y-linked 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:34022]"
"ENSG00000290841","ENSG00000290841","Y",2883110,2890551,-1,"lncRNA","","novel transcript"
"ENSG00000290842","ENSG00000290842","1",16458753,16499257,-1,"lncRNA","CROCCP3","CROCC pseudogene 3 [Source:NCBI gene (formerly Entrezgene);Acc:114819]"
"ENSG00000290844","ENSG00000290844","14",105969729,105972269,-1,"lncRNA","ADAM6","ADAM metallopeptidase domain 6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:213]"
"ENSG00000290845","ENSG00000290845","16",32169984,32188126,-1,"lncRNA","","novel transcript"
"ENSG00000290846","ENSG00000290846","2",89539628,89585714,-1,"lncRNA","","novel transcript"
"ENSG00000290847","ENSG00000290847","22",21991099,22043934,-1,"lncRNA","PRAMENP","PRAME N-terminal like, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:649179]"
"ENSG00000290848","ENSG00000290848","9",41340822,41356789,-1,"lncRNA","","novel transcript"
"ENSG00000290849","ENSG00000290849","1",16685037,16697291,-1,"lncRNA","","novel transcript"
"ENSG00000290850","ENSG00000290850","1",16740280,16752004,1,"lncRNA","","novel transcript"
"ENSG00000290851","ENSG00000290851","1",16754910,16770237,-1,"lncRNA","","novel transcript"
"ENSG00000290852","ENSG00000290852","Y",13159273,13161549,-1,"lncRNA","","novel transcript"
"ENSG00000290853","ENSG00000290853","Y",13703902,13916244,1,"lncRNA","","novel transcript"
"ENSG00000290854","ENSG00000290854","1",1724838,1745992,-1,"lncRNA","","novel transcript"
"ENSG00000290855","ENSG00000290855","13",52488973,52520913,1,"lncRNA","","novel transcript"
"ENSG00000290857","ENSG00000290857","15",20282488,20291608,1,"lncRNA","CHEK2P2","CHEK2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43578]"
"ENSG00000290858","ENSG00000290858","17",31034232,31059121,-1,"lncRNA","","novel transcript"
"ENSG00000290859","ENSG00000290859","19",51211080,51216679,1,"lncRNA","","novel transcript"
"ENSG00000290860","ENSG00000290860","7",65038263,65078893,1,"lncRNA","CCT6P3","chaperonin containing TCP1 subunit 6 pseudogene 3 [Source:NCBI gene (formerly Entrezgene);Acc:643180]"
"ENSG00000290861","ENSG00000290861","17",41626318,41666609,-1,"lncRNA","KRT42P","keratin 42, pseudogene [Source:HGNC Symbol;Acc:HGNC:27581]"
"ENSG00000290862","ENSG00000290862","3",185959734,186012561,1,"lncRNA","NMRAL2P","NmrA like redox sensor 2, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:344887]"
"ENSG00000290863","ENSG00000290863","12",110049360,110073686,-1,"lncRNA","","novel transcript"
"ENSG00000290864","ENSG00000290864","2",32557273,32574818,-1,"lncRNA","BIRC6-AS2","BIRC6 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:50490]"
"ENSG00000290865","ENSG00000290865","16",22418672,22437715,-1,"lncRNA","RRN3P3","RRN3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37620]"
"ENSG00000290866","ENSG00000290866","16",22545698,22577384,1,"lncRNA","OTOAP1","OTOA pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:53869]"
"ENSG00000290867","ENSG00000290867","1",145116453,145217352,-1,"lncRNA","LINC01145","long intergenic non-protein coding RNA 1145 [Source:NCBI gene (formerly Entrezgene);Acc:103091866]"
"ENSG00000290868","ENSG00000290868","X",152733827,152740985,1,"lncRNA","CSAG4","CSAG family member 4 (pseudogene) [Source:NCBI gene (formerly Entrezgene);Acc:100130935]"
"ENSG00000290869","ENSG00000290869","1",144276484,144302541,-1,"lncRNA","","novel transcript"
"ENSG00000290870","ENSG00000290870","6",29849550,29885615,-1,"lncRNA","","novel transcript"
"ENSG00000290871","ENSG00000290871","7",75185383,75237696,-1,"lncRNA","GTF2IP1","general transcription factor IIi pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:2970]"
"ENSG00000290873","ENSG00000290873","7",76549360,76689386,1,"lncRNA","LINC03009","long intergenic non-protein coding RNA 3009 [Source:HGNC Symbol;Acc:HGNC:56134]"
"ENSG00000290875","ENSG00000290875","10",46740599,46787342,-1,"lncRNA","","novel transcript"
"ENSG00000290876","ENSG00000290876","15",30423659,30514548,1,"lncRNA","WHAMMP4","WHAMM pseudogene 4 [Source:NCBI gene (formerly Entrezgene);Acc:100288203]"
"ENSG00000290877","ENSG00000290877","18",95663,141973,1,"lncRNA","ROCK1P1","Rho associated coiled-coil containing protein kinase 1 pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:727758]"
"ENSG00000290878","ENSG00000290878","6",32551855,32560022,-1,"lncRNA","HLA-DRB6","major histocompatibility complex, class II, DR beta 6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4954]"
"ENSG00000290879","ENSG00000290879","15",28727676,28764647,1,"lncRNA","","novel transcript"
"ENSG00000290880","ENSG00000290880","15",28788243,28875589,1,"lncRNA","","novel transcript"
"ENSG00000290881","ENSG00000290881","9",87832774,87837198,-1,"lncRNA","","novel transcript"
"ENSG00000290882","ENSG00000290882","9",87857015,87859399,-1,"lncRNA","","novel transcript"
"ENSG00000290883","ENSG00000290883","9",87799423,87866300,1,"lncRNA","","novel transcript"
"ENSG00000290885","ENSG00000290885","8",144686013,144730514,1,"lncRNA","","novel transcript"
"ENSG00000290886","ENSG00000290886","15",30646132,30723495,1,"lncRNA","","novel transcript"
"ENSG00000290887","ENSG00000290887","10",38164648,38212357,1,"lncRNA","","novel transcript"
"ENSG00000290888","ENSG00000290888","4",3957276,4167128,-1,"lncRNA","","novel transcript"
"ENSG00000290889","ENSG00000290889","9",135588609,135590835,1,"lncRNA","","novel transcript"
"ENSG00000290890","ENSG00000290890","16",74305126,74368276,-1,"lncRNA","PDPR2P","pyruvate dehydrogenase phosphatase regulatory subunit 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:27556]"
"ENSG00000290891","ENSG00000290891","6",28107748,28117139,1,"lncRNA","","novel transcript"
"ENSG00000290892","ENSG00000290892","X",152114994,152117939,-1,"lncRNA","","novel transcript"
"ENSG00000290893","ENSG00000290893","5",141155996,141159061,1,"lncRNA","PCDHB17P","protocadherin beta 17 pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:54661]"
"ENSG00000290894","ENSG00000290894","5",141234333,141237529,1,"lncRNA","PCDHB18P","protocadherin beta 18 pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:54660]"
"ENSG00000290895","ENSG00000290895","5",141240121,141243034,1,"lncRNA","","novel transcript"
"ENSG00000290896","ENSG00000290896","12",63682523,63746659,-1,"lncRNA","","novel transcript"
"ENSG00000290897","ENSG00000290897","2",95789598,95858258,1,"lncRNA","","novel transcript"
"ENSG00000290898","ENSG00000290898","10",48006764,48031969,-1,"lncRNA","AGAP12P","ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:414224]"
"ENSG00000290899","ENSG00000290899","10",48105197,48140142,-1,"lncRNA","","novel transcript"
"ENSG00000290900","ENSG00000290900","20",30682675,30741619,-1,"lncRNA","","novel transcript"
"ENSG00000290901","ENSG00000290901","20",30537586,30571362,1,"lncRNA","","novel transcript"
"ENSG00000290902","ENSG00000290902","2",132268586,132338765,1,"lncRNA","","novel transcript"
"ENSG00000290904","ENSG00000290904","1",120955935,121052657,-1,"lncRNA","","novel transcript"
"ENSG00000290906","ENSG00000290906","2",200762308,200794239,1,"lncRNA","","novel transcript"
"ENSG00000290907","ENSG00000290907","9",38566260,38568009,-1,"lncRNA","","novel transcript"
"ENSG00000290908","ENSG00000290908","X",101598017,101598671,1,"lncRNA","","novel transcript"
"ENSG00000290909","ENSG00000290909","1",202987277,202988482,-1,"lncRNA","","novel transcript"
"ENSG00000290910","ENSG00000290910","4",74054038,74055399,-1,"lncRNA","PPBPP2","pro-platelet basic protein pseudogene 2 [Source:NCBI gene (formerly Entrezgene);Acc:10895]"
"ENSG00000290911","ENSG00000290911","13",21283487,21298709,-1,"lncRNA","","novel transcript"
"ENSG00000290912","ENSG00000290912","15",23303721,23314566,1,"lncRNA","","novel transcript"
"ENSG00000290913","ENSG00000290913","10",46611092,46635624,-1,"lncRNA","","novel transcript"
"ENSG00000290914","ENSG00000290914","8",81604903,81631292,-1,"lncRNA","","novel transcript"
"ENSG00000290915","ENSG00000290915","19",50882096,50896398,-1,"lncRNA","KLKP1","kallikrein pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:606293]"
"ENSG00000290916","ENSG00000290916","1",1503224,1509526,1,"lncRNA","","novel transcript"
"ENSG00000290917","ENSG00000290917","6",149998019,150005240,-1,"lncRNA","RAET1K","retinoic acid early transcript 1K (pseudogene) [Source:HGNC Symbol;Acc:HGNC:16797]"
"ENSG00000290919","ENSG00000290919","17",22090665,22205157,1,"lncRNA","UBBP4","ubiquitin B pseudogene 4 [Source:NCBI gene (formerly Entrezgene);Acc:23666]"
"ENSG00000290920","ENSG00000290920","22",23358949,23402726,-1,"lncRNA","","novel transcript"
"ENSG00000290921","ENSG00000290921","10",45849644,45972457,-1,"lncRNA","","novel transcript"
"ENSG00000290922","ENSG00000290922","22",39091012,39092859,1,"lncRNA","","novel transcript"
"ENSG00000290923","ENSG00000290923","9",40900523,41074965,-1,"lncRNA","PGM5P2","phosphoglucomutase 5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:18965]"
"ENSG00000290924","ENSG00000290924","9",85804927,85888923,1,"lncRNA","","novel transcript"
"ENSG00000290925","ENSG00000290925","17",39027274,39053222,1,"lncRNA","LRRC37A11P","leucine rich repeat containing 37 member A11, pseudogene [Source:HGNC Symbol;Acc:HGNC:43815]"
"ENSG00000290926","ENSG00000290926","7",65647010,65773803,-1,"lncRNA","LINC03006","long intergenic non-protein coding RNA 3006 [Source:HGNC Symbol;Acc:HGNC:56131]"
"ENSG00000290927","ENSG00000290927","16",31700536,31711986,1,"lncRNA","","novel transcript"
"ENSG00000290928","ENSG00000290928","17",30666961,30804079,1,"lncRNA","","novel transcript"
"ENSG00000290929","ENSG00000290929","2",208108150,208113134,-1,"lncRNA","","novel transcript"
"ENSG00000290930","ENSG00000290930","2",71024035,71056198,1,"lncRNA","OR7E91P","olfactory receptor family 7 subfamily E member 91 pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:79315]"
"ENSG00000290931","ENSG00000290931","22",17036425,17071041,1,"lncRNA","","novel transcript"
"ENSG00000290932","ENSG00000290932","3",15131600,15157318,-1,"lncRNA","","novel transcript"
"ENSG00000290933","ENSG00000290933","19",54532692,54545771,1,"lncRNA","","novel transcript"
